"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Zack Godley","Diamondbacks","ARI @ SD",".47","6.39","26.21","5.25","3.47",".96",".14",".68","2.39","7.97","24.73","41.32","23.16","14862"
"Jacob deGrom","Mets","NYM @ PHI",".38","6.32","26.00","5.55","3.51",".96",".12",".96","1.96","7.73","23.29","38.92","21.72","10954"
"Luis Severino","Yankees","TOR @ NYY",".54","6.21","25.69","5.81","3.60","1.15",".09",".98","1.74","6.92","21.78","36.81","20.24","15890"
"Mike Foltynewicz","Braves","COL @ ATL",".38","6.24","26.41","5.92","3.79","1.16",".16",".81","2.37","6.87","20.25","35.56","19.00","10811"
"Madison Bumgarner","Giants","SF @ CIN",".48","6.03","24.98","5.53","3.56",".95",".10",".92","1.92","6.18","19.70","33.64","18.24","5524"
"David Price","Red Sox","TB @ BOS",".44","5.75","24.35","5.79","3.87","1.18",".18",".55","1.94","5.85","17.90","31.44","16.70","3184"
"Adam Plutko","Indians","BAL @ CLE",".41","5.94","24.95","6.00","3.64","1.31",".12",".93","1.64","5.60","17.47","30.54","16.13","15846"
"Rich Hill","Dodgers","LAD @ SEA",".38","5.67","24.53","5.42","3.51",".98",".08",".85","2.69","5.90","16.58","30.11","15.62","4806"
"Jake Arrieta","Phillies","NYM @ PHI",".33","5.86","24.33","5.04","3.22",".95",".09",".77","2.20","5.18","17.27","29.71","15.81","4153"
"Andrew Heaney","Angels","LAA @ TEX",".44","5.73","24.45","5.58","3.58","1.06",".20",".74","2.28","5.19","15.98","28.80","14.87","15423"
"Jefry Rodriguez","Nationals","MIA @ WSH",".43","5.92","25.34","6.13","4.32","1.13",".12",".56","2.13","4.70","15.30","28.30","14.23","17018"
"Joe Musgrove","Pirates","CHC @ PIT",".37","6.14","25.79","6.30","4.29","1.22",".12",".66","1.64","4.16","14.98","27.24","13.65","12970"
"Dylan Covey","White Sox","KC @ CWS",".36","5.74","24.65","5.87","3.73","1.12",".18",".84","2.19","4.82","14.45","26.82","13.43","14825"
"Dallas Keuchel","Astros","HOU @ OAK",".37","6.15","26.51","6.66","4.11","1.55",".13",".88","2.00","4.64","14.20","26.97","13.24","9434"
"Miles Mikolas","Cardinals","MIL @ STL",".41","6.25","26.16","6.69","4.51","1.24",".08",".86","1.31","4.01","14.66","26.72","13.34","9803"
"Trevor Cahill","Athletics","HOU @ OAK",".34","5.68","24.59","5.74","3.65","1.22",".07",".80","2.41","4.82","14.14","26.49","13.19","6249"
"Erasmo Ramirez","Mariners","LAD @ SEA",".30","5.69","24.30","5.94","3.31","1.28",".08","1.27","1.76","5.02","14.37","26.13","13.23","10314"
"Clayton Richard","Padres","ARI @ SD",".27","5.82","24.97","5.90","3.85","1.15",".18",".72","2.26","4.60","14.02","26.25","12.97","3551"
"Antonio Senzatela","Rockies","COL @ ATL",".34","5.81","25.05","6.37","4.21","1.37",".18",".62","1.92","4.38","13.47","25.67","12.51","15488"
"Tyler Chatwood","Cubs","CHC @ PIT",".35","5.86","25.83","5.80","4.01","1.11",".16",".52","3.15","4.32","12.87","25.72","12.16","4338"
"Brad Keller","Royals","KC @ CWS",".31","5.52","24.38","5.99","3.97","1.13",".26",".63","2.47","4.85","13.10","25.47","12.39","15734"
"Matt Harvey","Reds","SF @ CIN",".25","5.74","24.89","6.33","3.78","1.26",".11","1.18","1.94","4.48","12.26","23.75","11.33","11713"
"Tyler Glasnow","Rays","TB @ BOS",".23","5.08","23.26","5.39","3.14","1.30",".13",".82","3.22","5.18","11.46","23.47","11.11","14374"
"Kohl Stewart","Twins","DET @ MIN",".37","5.67","24.73","6.63","4.33","1.42",".14",".74","1.72","3.97","11.86","23.40","10.99","15502"
"Ryan Carpenter","Tigers","DET @ MIN",".29","5.15","22.93","6.15","3.66","1.36",".10","1.03","1.84","4.65","11.42","22.44","10.76","12699"
"Wade Miley","Brewers","MIL @ STL",".30","5.32","23.94","6.06","3.96","1.18",".07",".85","2.51","4.37","11.01","22.62","10.48","8779"
"Wei-Yin Chen","Marlins","MIA @ WSH",".25","5.48","24.06","6.25","3.78","1.28",".09","1.11","1.93","4.18","11.03","21.95","10.24","13071"
"Alex Cobb","Orioles","BAL @ CLE",".27","5.49","24.32","6.75","4.22","1.71",".15",".67","1.70","3.18","9.01","19.37","8.33","6562"
"Sean Reid-Foley","Blue Jays","TOR @ NYY",".17","4.80","22.40","5.75","3.31","1.00",".08","1.36","2.78","4.39","7.95","18.28","7.76","17034"
"Martin Perez","Rangers","LAA @ TEX",".22","5.19","23.59","6.35","4.12","1.24",".12",".87","2.31","2.72","6.46","15.97","6.05","6902"
